year,month,Symbol,Closing,Date,MAX
13,05,PHOE,1011.1925000000001,13/05,2055.5652173913045
13,06,PHOE,1135.5366666666669,13/06,2055.5652173913045
13,07,PHOE,1149.6122727272727,13/07,2055.5652173913045
13,08,PHOE,1153.2638095238096,13/08,2055.5652173913045
13,09,PHOE,1138.6375,13/09,2055.5652173913045
13,10,PHOE,1257.186956521739,13/10,2055.5652173913045
13,11,PHOE,1275.6554999999996,13/11,2055.5652173913045
13,12,PHOE,1220.7686956521736,13/12,2055.5652173913045
14,01,PHOE,1180.1872727272726,14/01,2055.5652173913045
14,02,PHOE,1148.1975,14/02,2055.5652173913045
14,03,PHOE,1253.8757142857144,14/03,2055.5652173913045
14,04,PHOE,1286.1855555555555,14/04,2055.5652173913045
14,05,PHOE,1230.7215789473685,14/05,2055.5652173913045
14,06,PHOE,1198.4644999999998,14/06,2055.5652173913045
14,07,PHOE,1176.944347826087,14/07,2055.5652173913045
14,08,PHOE,1150.4940000000001,14/08,2055.5652173913045
14,09,PHOE,1197.4815,14/09,2055.5652173913045
14,10,PHOE,1179.1666666666667,14/10,2055.5652173913045
14,11,PHOE,1124.047619047619,14/11,2055.5652173913045
14,12,PHOE,1083.5217391304348,14/12,2055.5652173913045
15,01,PHOE,1083.904761904762,15/01,2055.5652173913045
15,02,PHOE,1136.55,15/02,2055.5652173913045
15,03,PHOE,1192.047619047619,15/03,2055.5652173913045
15,04,PHOE,1178.0526315789473,15/04,2055.5652173913045
15,05,PHOE,1133.0,15/05,2055.5652173913045
15,06,PHOE,1086.2727272727273,15/06,2055.5652173913045
15,07,PHOE,1129.4761904761904,15/07,2055.5652173913045
15,08,PHOE,1141.1818181818182,15/08,2055.5652173913045
15,09,PHOE,1066.3333333333333,15/09,2055.5652173913045
15,10,PHOE,1033.7368421052631,15/10,2055.5652173913045
15,11,PHOE,979.3318181818181,15/11,2055.5652173913045
15,12,PHOE,865.1434782608695,15/12,2055.5652173913045
16,01,PHOE,820.5761904761906,16/01,2055.5652173913045
16,02,PHOE,864.6761904761905,16/02,2055.5652173913045
16,03,PHOE,911.1136363636364,16/03,2055.5652173913045
16,04,PHOE,959.9105263157896,16/04,2055.5652173913045
16,05,PHOE,922.7095238095237,16/05,2055.5652173913045
16,06,PHOE,920.3333333333334,16/06,2055.5652173913045
16,07,PHOE,924.0238095238094,16/07,2055.5652173913045
16,08,PHOE,939.1227272727273,16/08,2055.5652173913045
16,09,PHOE,1010.7809523809526,16/09,2055.5652173913045
16,10,PHOE,1076.076923076923,16/10,2055.5652173913045
16,11,PHOE,1168.8636363636363,16/11,2055.5652173913045
16,12,PHOE,1319.2857142857142,16/12,2055.5652173913045
17,01,PHOE,1295.4782608695652,17/01,2055.5652173913045
17,02,PHOE,1409.3,17/02,2055.5652173913045
17,03,PHOE,1498.5714285714287,17/03,2055.5652173913045
17,04,PHOE,1515.1176470588234,17/04,2055.5652173913045
17,05,PHOE,1624.578947368421,17/05,2055.5652173913045
17,06,PHOE,1566.4761904761904,17/06,2055.5652173913045
17,07,PHOE,1515.909090909091,17/07,2055.5652173913045
17,08,PHOE,1521.590909090909,17/08,2055.5652173913045
17,09,PHOE,1584.111111111111,17/09,2055.5652173913045
17,10,PHOE,1734.7894736842106,17/10,2055.5652173913045
17,11,PHOE,1761.909090909091,17/11,2055.5652173913045
17,12,PHOE,1852.3809523809523,17/12,2055.5652173913045
18,01,PHOE,2055.5652173913045,18/01,2055.5652173913045
18,02,PHOE,2035.6875,18/02,2055.5652173913045
13,02,POLI,1477.807925,13/02,2556.3478260869565
13,03,POLI,1499.655511111111,13/03,2556.3478260869565
13,04,POLI,1482.7152473684207,13/04,2556.3478260869565
13,05,POLI,1522.10091,13/05,2556.3478260869565
13,06,POLI,1549.8624619047619,13/06,2556.3478260869565
13,07,POLI,1536.9231454545452,13/07,2556.3478260869565
13,08,POLI,1540.3753761904761,13/08,2556.3478260869565
13,09,POLI,1569.4306187500003,13/09,2556.3478260869565
13,10,POLI,1686.2363913043478,13/10,2556.3478260869565
13,11,POLI,1743.2494749999994,13/11,2556.3478260869565
13,12,POLI,1779.5106695652173,13/12,2556.3478260869565
14,01,POLI,1726.2183772727278,14/01,2556.3478260869565
14,02,POLI,1691.6506400000003,14/02,2556.3478260869565
14,03,POLI,1795.5190714285716,14/03,2556.3478260869565
14,04,POLI,1830.0034222222223,14/04,2556.3478260869565
14,05,POLI,1842.7085210526313,14/05,2556.3478260869565
14,06,POLI,1870.436835,14/06,2556.3478260869565
14,07,POLI,1844.413530434783,14/07,2556.3478260869565
14,08,POLI,1852.254055,14/08,2556.3478260869565
14,09,POLI,1894.8206800000003,14/09,2556.3478260869565
14,10,POLI,1863.097938888889,14/10,2556.3478260869565
14,11,POLI,1798.5935523809524,14/11,2556.3478260869565
14,12,POLI,1768.5556130434782,14/12,2556.3478260869565
15,01,POLI,1666.6993238095242,15/01,2556.3478260869565
15,02,POLI,1627.3165049999998,15/02,2556.3478260869565
15,03,POLI,1713.6724666666664,15/03,2556.3478260869565
15,04,POLI,1813.4201157894736,15/04,2556.3478260869565
15,05,POLI,1836.2046500000004,15/05,2556.3478260869565
15,06,POLI,1954.9724863636359,15/06,2556.3478260869565
15,07,POLI,1964.1848333333335,15/07,2556.3478260869565
15,08,POLI,1984.404022727273,15/08,2556.3478260869565
15,09,POLI,1913.886093333333,15/09,2556.3478260869565
15,10,POLI,1927.9085842105264,15/10,2556.3478260869565
15,11,POLI,1920.5227363636366,15/11,2556.3478260869565
15,12,POLI,1885.2079173913041,15/12,2556.3478260869565
16,01,POLI,1801.2235238095236,16/01,2556.3478260869565
16,02,POLI,1746.3450285714287,16/02,2556.3478260869565
16,03,POLI,1843.9710090909089,16/03,2556.3478260869565
16,04,POLI,1848.6170368421047,16/04,2556.3478260869565
16,05,POLI,1841.3795666666667,16/05,2556.3478260869565
16,06,POLI,1864.2793190476189,16/06,2556.3478260869565
16,07,POLI,1874.2387476190474,16/07,2556.3478260869565
16,08,POLI,1942.3182090909095,16/08,2556.3478260869565
16,09,POLI,2043.912266666667,16/09,2556.3478260869565
16,10,POLI,2119.733938461539,16/10,2556.3478260869565
16,11,POLI,2194.967759090909,16/11,2556.3478260869565
16,12,POLI,2224.052419047619,16/12,2556.3478260869565
17,01,POLI,2260.717156521739,17/01,2556.3478260869565
17,02,POLI,2215.9965650000004,17/02,2556.3478260869565
17,03,POLI,2255.496638095238,17/03,2556.3478260869565
17,04,POLI,2157.367782352941,17/04,2556.3478260869565
17,05,POLI,2237.0045105263157,17/05,2556.3478260869565
17,06,POLI,2339.5629095238096,17/06,2556.3478260869565
17,07,POLI,2434.1976227272726,17/07,2556.3478260869565
17,08,POLI,2444.675295454545,17/08,2556.3478260869565
17,09,POLI,2406.3680222222224,17/09,2556.3478260869565
17,10,POLI,2453.079384210526,17/10,2556.3478260869565
17,11,POLI,2374.763554545455,17/11,2556.3478260869565
17,12,POLI,2454.375742857143,17/12,2556.3478260869565
18,01,POLI,2556.3478260869565,18/01,2556.3478260869565
18,02,POLI,2477.625,18/02,2556.3478260869565
13,02,PTNR,2084.0,13/02,3214.782608695652
13,03,PTNR,2146.6666666666665,13/03,3214.782608695652
13,04,PTNR,2409.4210526315787,13/04,3214.782608695652
13,05,PTNR,2391.35,13/05,3214.782608695652
13,06,PTNR,2363.3809523809523,13/06,3214.782608695652
13,07,PTNR,2502.318181818182,13/07,3214.782608695652
13,08,PTNR,2746.3333333333335,13/08,3214.782608695652
13,09,PTNR,2662.8125,13/09,3214.782608695652
13,10,PTNR,2947.3478260869565,13/10,3214.782608695652
13,11,PTNR,3201.6,13/11,3214.782608695652
13,12,PTNR,3214.782608695652,13/12,3214.782608695652
14,01,PTNR,3211.7727272727275,14/01,3214.782608695652
14,02,PTNR,3079.55,14/02,3214.782608695652
14,03,PTNR,3126.4761904761904,14/03,3214.782608695652
14,04,PTNR,3186.6666666666665,14/04,3214.782608695652
14,05,PTNR,2984.2631578947367,14/05,3214.782608695652
14,06,PTNR,2870.0,14/06,3214.782608695652
14,07,PTNR,2594.478260869565,14/07,3214.782608695652
14,08,PTNR,2582.7,14/08,3214.782608695652
14,09,PTNR,2708.25,14/09,3214.782608695652
14,10,PTNR,2629.1666666666665,14/10,3214.782608695652
14,11,PTNR,2357.5714285714284,14/11,3214.782608695652
14,12,PTNR,2237.2608695652175,14/12,3214.782608695652
15,01,PTNR,1467.857142857143,15/01,3214.782608695652
15,02,PTNR,1474.75,15/02,3214.782608695652
15,03,PTNR,1328.2380952380952,15/03,3214.782608695652
15,04,PTNR,1062.8210526315788,15/04,3214.782608695652
15,05,PTNR,936.95,15/05,3214.782608695652
15,06,PTNR,923.718181818182,15/06,3214.782608695652
15,07,PTNR,1285.5714285714287,15/07,3214.782608695652
15,08,PTNR,1678.909090909091,15/08,3214.782608695652
15,09,PTNR,1749.2666666666667,15/09,3214.782608695652
15,10,PTNR,1711.157894736842,15/10,3214.782608695652
15,11,PTNR,1815.3636363636363,15/11,3214.782608695652
15,12,PTNR,1763.7391304347825,15/12,3214.782608695652
16,01,PTNR,1764.6190476190477,16/01,3214.782608695652
16,02,PTNR,1777.047619047619,16/02,3214.782608695652
16,03,PTNR,1749.1818181818182,16/03,3214.782608695652
16,04,PTNR,1850.0526315789473,16/04,3214.782608695652
16,05,PTNR,1993.3333333333333,16/05,3214.782608695652
16,06,PTNR,1826.047619047619,16/06,3214.782608695652
16,07,PTNR,1855.3809523809523,16/07,3214.782608695652
16,08,PTNR,1839.6818181818182,16/08,3214.782608695652
16,09,PTNR,1813.7619047619048,16/09,3214.782608695652
16,10,PTNR,1757.8461538461538,16/10,3214.782608695652
16,11,PTNR,1780.3636363636363,16/11,3214.782608695652
16,12,PTNR,1877.857142857143,16/12,3214.782608695652
17,01,PTNR,2148.695652173913,17/01,3214.782608695652
17,02,PTNR,2222.05,17/02,3214.782608695652
17,03,PTNR,2128.190476190476,17/03,3214.782608695652
17,04,PTNR,1910.9411764705883,17/04,3214.782608695652
17,05,PTNR,1889.4736842105262,17/05,3214.782608695652
17,06,PTNR,1901.1904761904761,17/06,3214.782608695652
17,07,PTNR,1805.3636363636363,17/07,3214.782608695652
17,08,PTNR,1772.909090909091,17/08,3214.782608695652
17,09,PTNR,1915.5,17/09,3214.782608695652
17,10,PTNR,1855.7894736842106,17/10,3214.782608695652
17,11,PTNR,1920.3636363636363,17/11,3214.782608695652
17,12,PTNR,2132.5714285714284,17/12,3214.782608695652
18,01,PTNR,2128.521739130435,18/01,3214.782608695652
18,02,PTNR,1849.4375,18/02,3214.782608695652
13,02,SAE,980.391675,13/02,2379.9375
13,03,SAE,976.0673444444445,13/03,2379.9375
13,04,SAE,1064.3177736842106,13/04,2379.9375
13,05,SAE,1161.6098749999999,13/05,2379.9375
13,06,SAE,1174.4869714285717,13/06,2379.9375
13,07,SAE,1187.3548727272728,13/07,2379.9375
13,08,SAE,1280.0842238095236,13/08,2379.9375
13,09,SAE,1297.7445562500002,13/09,2379.9375
13,10,SAE,1321.2575304347824,13/10,2379.9375
13,11,SAE,1257.3865749999998,13/11,2379.9375
13,12,SAE,1219.9163913043478,13/12,2379.9375
14,01,SAE,1240.2359454545453,14/01,2379.9375
14,02,SAE,1212.20014,14/02,2379.9375
14,03,SAE,1259.6605476190475,14/03,2379.9375
14,04,SAE,1255.9233555555556,14/04,2379.9375
14,05,SAE,1181.9667263157892,14/05,2379.9375
14,06,SAE,1119.91782,14/06,2379.9375
14,07,SAE,990.8284739130436,14/07,2379.9375
14,08,SAE,946.5657699999999,14/08,2379.9375
14,09,SAE,983.9999750000001,14/09,2379.9375
14,10,SAE,905.0137000000002,14/10,2379.9375
14,11,SAE,837.1675476190477,14/11,2379.9375
14,12,SAE,787.2267173913044,14/12,2379.9375
15,01,SAE,759.3506095238097,15/01,2379.9375
15,02,SAE,777.5337949999999,15/02,2379.9375
15,03,SAE,821.182380952381,15/03,2379.9375
15,04,SAE,836.2363263157895,15/04,2379.9375
15,05,SAE,824.3822250000001,15/05,2379.9375
15,06,SAE,831.7809090909093,15/06,2379.9375
15,07,SAE,903.1798095238096,15/07,2379.9375
15,08,SAE,955.8456318181819,15/08,2379.9375
15,09,SAE,928.1981866666666,15/09,2379.9375
15,10,SAE,928.5343842105262,15/10,2379.9375
15,11,SAE,1049.354886363636,15/11,2379.9375
15,12,SAE,1088.706060869565,15/12,2379.9375
16,01,SAE,1117.0075285714283,16/01,2379.9375
16,02,SAE,1141.8432714285716,16/02,2379.9375
16,03,SAE,1175.255131818182,16/03,2379.9375
16,04,SAE,1244.164889473684,16/04,2379.9375
16,05,SAE,1232.5326190476187,16/05,2379.9375
16,06,SAE,1196.1529380952377,16/06,2379.9375
16,07,SAE,1249.1724428571429,16/07,2379.9375
16,08,SAE,1330.7304090909095,16/08,2379.9375
16,09,SAE,1381.1969523809526,16/09,2379.9375
16,10,SAE,1386.0363538461543,16/10,2379.9375
16,11,SAE,1356.5791318181816,16/11,2379.9375
16,12,SAE,1369.5718571428574,16/12,2379.9375
17,01,SAE,1373.4369782608694,17/01,2379.9375
17,02,SAE,1481.418865,17/02,2379.9375
17,03,SAE,1636.6348761904762,17/03,2379.9375
17,04,SAE,1799.5294117647059,17/04,2379.9375
17,05,SAE,1878.842105263158,17/05,2379.9375
17,06,SAE,1896.047619047619,17/06,2379.9375
17,07,SAE,1867.2272727272727,17/07,2379.9375
17,08,SAE,1950.9545454545455,17/08,2379.9375
17,09,SAE,1992.2222222222222,17/09,2379.9375
17,10,SAE,2193.1052631578946,17/10,2379.9375
17,11,SAE,2227.7272727272725,17/11,2379.9375
17,12,SAE,2345.6666666666665,17/12,2379.9375
18,01,SAE,2377.6521739130435,18/01,2379.9375
18,02,SAE,2379.9375,18/02,2379.9375
13,02,STRS,4603.44715,13/02,7536.304347826087
13,03,STRS,4667.884188888889,13/03,7536.304347826087
13,04,STRS,4777.690010526317,13/04,7536.304347826087
13,05,STRS,5003.590135,13/05,7536.304347826087
13,06,STRS,5361.512685714286,13/06,7536.304347826087
13,07,STRS,5383.993413636364,13/07,7536.304347826087
13,08,STRS,5546.952557142858,13/08,7536.304347826087
13,09,STRS,5440.871549999999,13/09,7536.304347826087
13,10,STRS,5685.813082608697,13/10,7536.304347826087
13,11,STRS,5946.680045000001,13/11,7536.304347826087
13,12,STRS,6260.619308695651,13/12,7536.304347826087
14,01,STRS,6180.689477272727,14/01,7536.304347826087
14,02,STRS,6076.708124999999,14/02,7536.304347826087
14,03,STRS,5977.731947619048,14/03,7536.304347826087
14,04,STRS,5994.607433333334,14/04,7536.304347826087
14,05,STRS,6007.7349,14/05,7536.304347826087
14,06,STRS,6451.528965,14/06,7536.304347826087
14,07,STRS,6269.0118,14/07,7536.304347826087
14,08,STRS,6180.805745,14/08,7536.304347826087
14,09,STRS,6309.624325,14/09,7536.304347826087
14,10,STRS,6050.0598055555565,14/10,7536.304347826087
14,11,STRS,5877.829642857144,14/11,7536.304347826087
14,12,STRS,5819.562939130436,14/12,7536.304347826087
15,01,STRS,5384.496657142858,15/01,7536.304347826087
15,02,STRS,5466.428575,15/02,7536.304347826087
15,03,STRS,5719.677428571429,15/03,7536.304347826087
15,04,STRS,6041.63335263158,15/04,7536.304347826087
15,05,STRS,6258.5382850000005,15/05,7536.304347826087
15,06,STRS,6064.440222727272,15/06,7536.304347826087
15,07,STRS,5703.175623809525,15/07,7536.304347826087
15,08,STRS,5323.4955727272745,15/08,7536.304347826087
15,09,STRS,5050.34664,15/09,7536.304347826087
15,10,STRS,5242.674321052632,15/10,7536.304347826087
15,11,STRS,5140.987809090909,15/11,7536.304347826087
15,12,STRS,5413.950217391305,15/12,7536.304347826087
16,01,STRS,5275.82832857143,16/01,7536.304347826087
16,02,STRS,5125.8535999999995,16/02,7536.304347826087
16,03,STRS,5229.433145454545,16/03,7536.304347826087
16,04,STRS,5482.122147368422,16/04,7536.304347826087
16,05,STRS,5700.407257142857,16/05,7536.304347826087
16,06,STRS,5842.4045904761915,16/06,7536.304347826087
16,07,STRS,5951.553647619047,16/07,7536.304347826087
16,08,STRS,5975.256436363637,16/08,7536.304347826087
16,09,STRS,5864.1024,16/09,7536.304347826087
16,10,STRS,5947.058215384615,16/10,7536.304347826087
16,11,STRS,5861.847272727273,16/11,7536.304347826087
16,12,STRS,5825.400685714286,16/12,7536.304347826087
17,01,STRS,5935.314365217391,17/01,7536.304347826087
17,02,STRS,6071.186879999999,17/02,7536.304347826087
17,03,STRS,6253.824000000001,17/03,7536.304347826087
17,04,STRS,6244.8768,17/04,7536.304347826087
17,05,STRS,6264.612378947369,17/05,7536.304347826087
17,06,STRS,6589.736228571429,17/06,7536.304347826087
17,07,STRS,6645.3408,17/07,7536.304347826087
17,08,STRS,6670.516436363638,17/08,7536.304347826087
17,09,STRS,6630.333333333333,17/09,7536.304347826087
17,10,STRS,6854.578947368421,17/10,7536.304347826087
17,11,STRS,7167.590909090909,17/11,7536.304347826087
17,12,STRS,7356.0952380952385,17/12,7536.304347826087
18,01,STRS,7536.304347826087,18/01,7536.304347826087
18,02,STRS,7421.6875,18/02,7536.304347826087
